14732,20150101,0051,11,CLR, ,10.00, , , ,29, ,-1.7, ,23, ,-5.0, ,7, ,-13.9, , 39, , 8, ,230, ,18, ,30.12, , , , , ,30.15, ,AA, , , ,30.15, 
14732,20150101,0151,11,CLR, ,10.00, , , ,28, ,-2.2, ,23, ,-5.2, ,9, ,-12.8, , 45, ,11, ,230, , , ,30.12, , , , , ,30.14, ,AA, , , ,30.15, 
14732,20150101,0251,11,CLR, ,10.00, , , ,28, ,-2.2, ,22, ,-5.4, ,7, ,-13.9, , 41, , 8, ,250, ,25, ,30.11, , , , , ,30.14, ,AA, , , ,30.14, 
14732,20150101,0351,11,FEW250, ,10.00, , , ,28, ,-2.2, ,22, ,-5.5, ,6, ,-14.4, , 39, ,15, ,250, ,25, ,30.09, , , , , ,30.12, ,AA, , , ,30.12, 
14732,20150101,0451,11,CLR, ,10.00, , , ,28, ,-2.2, ,22, ,-5.5, ,6, ,-14.4, , 39, ,15, ,270, ,25, ,30.11, , , , , ,30.14, ,AA, , , ,30.14, 
14732,20150101,0551,11,CLR, ,10.00, , , ,28, ,-2.2, ,22, ,-5.5, ,6, ,-14.4, , 39, ,11, ,270, ,21, ,30.13, , , , , ,30.16, ,AA, , , ,30.16, 
14732,20150101,0651,11,FEW044, ,10.00, , , ,28, ,-2.2, ,22, ,-5.5, ,6, ,-14.4, , 39, ,13, ,260, ,21, ,30.13, , , , , ,30.16, ,AA, , , ,30.16, 
14732,20150101,0751,11,FEW048, ,10.00, , , ,28, ,-2.2, ,22, ,-5.5, ,6, ,-14.4, , 39, ,13, ,250, ,25, ,30.14, , , , , ,30.17, ,AA, , , ,30.17, 
14732,20150101,0851,11,FEW250, ,10.00, , , ,28, ,-2.2, ,22, ,-5.6, ,5, ,-15.0, , 37, ,17, ,250, ,25, ,30.15, , , , , ,30.17, ,AA, , , ,30.18, 
14732,20150101,0951,11,FEW250, ,10.00, , , ,30, ,-1.1, ,23, ,-4.7, ,6, ,-14.4, , 36, ,15, ,260, , , ,30.16, , , , , ,30.19, ,AA, , , ,30.19, 
14732,20150101,1051,11,SCT250, ,10.00, , , ,31, ,-0.6, ,24, ,-4.4, ,6, ,-14.4, , 35, ,17, ,240, , , ,30.13, , , , , ,30.15, ,AA, , , ,30.16, 
14732,20150101,1151,11,SCT250, ,10.00, , , ,33, ,0.6, ,25, ,-3.6, ,7, ,-13.9, , 33, ,18, ,240, ,29, ,30.08, , , , , ,30.10, ,AA, , , ,30.11, 
14732,20150101,1251,11,SCT250, ,10.00, , , ,36, ,2.2, ,28, ,-2.4, ,8, ,-13.3, , 31, ,16, ,230, ,24, ,30.02, , , , , ,30.05, ,AA, , , ,30.05, 
14732,20150101,1351,11,SCT250, ,10.00, , , ,37, ,2.8, ,28, ,-2.2, ,7, ,-13.9, , 28, ,14, ,270, , , ,29.99, , , , , ,30.02, ,AA, , , ,30.02, 
