14732,20150701,0051,11,OVC009, ,10.00, , , ,74, ,23.3, ,71, ,21.5, ,69, ,20.6, , 84, , 9, ,180, , , ,29.76, , , , , ,29.79, ,AA, , , ,29.79, 
14732,20150701,0143,11,OVC007, ,10.00, , , ,73, ,23.0, ,71, ,21.6, ,70, ,21.0, , 90, ,10, ,180, , , ,29.76, , , , , ,M, ,SP, , , ,29.79, 
14732,20150701,0151,11,OVC007, ,10.00, , , ,73, ,22.8, ,70, ,21.3, ,69, ,20.6, , 87, ,10, ,180, , , ,29.76, , , , , ,29.78, ,AA, , , ,29.79, 
14732,20150701,0251,11,OVC007, ,10.00, , , ,73, ,22.8, ,70, ,21.3, ,69, ,20.6, , 87, , 3, ,170, , , ,29.73, , , , , ,29.75, ,AA, , , ,29.76, 
14732,20150701,0328,11,BKN007CB OVC090, , 9.00, ,-TSRA, ,73, ,23.0, ,71, ,21.6, ,70, ,21.0, , 90, , 3, ,220, , , ,29.72, , , , , ,M, ,SP, , , ,29.75, 
14732,20150701,0336,11,BKN009CB OVC090, , 2.00, ,+TSRA BR, ,73, ,23.0, ,71, ,21.6, ,70, ,21.0, , 90, ,11, ,240, ,16, ,29.73, , , , , ,M, ,SP, , , ,29.76, 
14732,20150701,0346,11,SCT009 BKN017CB OVC085, , 4.00, ,-TSRA BR, ,72, ,22.0, ,69, ,20.7, ,68, ,20.0, , 87, ,18, ,280, ,28, ,29.74, , , , , ,M, ,SP, , , ,29.77, 
14732,20150701,0351,11,SCT009 BKN017CB OVC085, , 4.00, ,-TSRA BR, ,71, ,21.7, ,68, ,20.2, ,67, ,19.4, , 87, ,16, ,290, ,28, ,29.74, , , , , ,29.77, ,AA, ,0.34, ,29.77, 
14732,20150701,0357,11,SCT012CB BKN025 OVC110, ,10.00, ,-TSRA, ,72, ,22.0, ,68, ,20.0, ,66, ,19.0, , 82, ,10, ,300, ,23, ,29.74, , , , , ,M, ,SP, , , ,29.77, 
14732,20150701,0424,11,SCT012 BKN025 OVC110, ,10.00, ,-RA, ,72, ,22.0, ,68, ,20.0, ,66, ,19.0, , 82, , 3, ,260, , , ,29.72, , , , , ,M, ,SP, , , ,29.75, 
14732,20150701,0431,11,SCT025 SCT085 OVC130, ,10.00, , , ,72, ,22.0, ,67, ,19.4, ,64, ,18.0, , 76, , 0, ,000, , , ,29.72, , , , , ,M, ,SP, , , ,29.75, 
14732,20150701,0451,11,FEW085 BKN110 OVC130, ,10.00, , , ,71, ,21.7, ,67, ,19.5, ,65, ,18.3, , 81, , 0, ,000, , , ,29.73, , , , , ,29.76, ,AA, ,0.01, ,29.76, 
14732,20150701,0551,11,FEW028 OVC110, ,10.00, ,-RA, ,71, ,21.7, ,68, ,19.8, ,66, ,18.9, , 84, , 0, ,000, , , ,29.74, , , , , ,29.77, ,AA, ,  T, ,29.77, 
14732,20150701,0651,11,FEW024 SCT110 BKN250, ,10.00, , , ,72, ,22.2, ,68, ,20.0, ,66, ,18.9, , 82, ,10, ,230, , , ,29.74, , , , , ,29.77, ,AA, ,  T, ,29.77, 
